CustomerID,Age,Income,LoanAmount,LoanTenure,CreditScore,ExistingLoansCount,MonthlyEMI,TotalAssets,TotalLiabilities,NetMonthlyIncome,EmploymentType,MaritalStatus,EducationLevel,PropertyOwnership,LoanPurpose,RiskFlag
CUST01163,44,417682,1655482,24,710,4,5748,5825259,5042605,34806,Salaried,Married,Graduate,Owned,Car,0
CUST01164,44,736799,4766590,26,385,2,15277,1098490,3861670,61399,Business Owner,Married,Doctorate,Rented,Car,1
CUST01165,26,1699388,3598945,28,665,2,10711,5570031,2752572,141615,Salaried,Married,Doctorate,Owned,Business,0
CUST01166,22,860915,3707971,7,377,0,44142,2939464,7250457,71742,Business Owner,Married,High School,Owned,Personal,1
CUST01167,39,1985159,3597729,6,883,0,49968,5198229,3182884,165429,Self-Employed,Married,Graduate,Rented,Personal,0
CUST01168,64,2075329,2269302,17,684,4,11124,1458060,933845,172944,Salaried,Single,Post-Graduate,Mortgaged,Personal,0
CUST01169,61,1938239,4755412,14,383,5,28306,6711613,3267070,161519,Self-Employed,Married,Post-Graduate,Owned,Education,1
CUST01170,49,1417894,1078915,7,875,1,12844,7996252,4134336,118157,Salaried,Single,Post-Graduate,Rented,Business,0
CUST01171,49,893247,2864866,3,644,4,79579,131280,1010650,74437,Salaried,Single,Post-Graduate,Rented,Personal,1
CUST01172,38,2335250,393600,5,663,3,6560,5376300,5941656,194604,Salaried,Single,Post-Graduate,Rented,Home,0
CUST01173,29,632360,1508374,10,337,2,12569,6510137,1836431,52696,Self-Employed,Married,High School,Mortgaged,Car,1
CUST01174,22,1241596,2894010,22,412,2,10962,128016,739392,103466,Business Owner,Single,Graduate,Rented,Business,1
CUST01175,36,1215993,2473167,2,784,4,103048,7267961,4300242,101332,Salaried,Single,Graduate,Mortgaged,Education,0
CUST01176,35,1902134,4708747,4,580,5,98098,5474746,1287740,158511,Self-Employed,Divorced,Post-Graduate,Rented,Medical,1
CUST01177,30,1435011,3087883,8,669,2,32165,3132118,6254617,119584,Business Owner,Married,Graduate,Owned,Home,0
CUST01178,33,2028857,2086795,26,892,2,6688,4879756,547282,169071,Self-Employed,Divorced,Graduate,Rented,Home,0
CUST01179,23,2309854,2162312,29,557,4,6213,6853049,3352386,192487,Salaried,Married,Graduate,Rented,Car,0
CUST01180,48,1067969,3077387,13,528,3,19726,6466456,413896,88997,Salaried,Single,Doctorate,Rented,Personal,1
CUST01181,61,2205834,3966108,2,781,2,165254,7788914,3066822,183819,Salaried,Married,Graduate,Owned,Personal,0
CUST01182,51,548756,1418827,1,339,2,118235,444956,7466290,45729,Salaried,Married,Post-Graduate,Owned,Home,1
CUST01183,41,2302737,2943835,25,573,3,9812,7894656,5204129,191894,Salaried,Widowed,Graduate,Mortgaged,Business,0
CUST01184,40,568274,2894879,13,812,0,18556,450715,4281202,47356,Business Owner,Single,Graduate,Mortgaged,Personal,1
CUST01185,35,2148116,96706,3,436,0,2686,6535480,1258030,179009,Self-Employed,Married,Graduate,Rented,Education,0
CUST01186,28,1067081,4568220,25,482,3,15227,3558744,2502786,88923,Self-Employed,Married,Graduate,Mortgaged,Education,1
CUST01187,47,2416765,2870707,16,583,1,14951,730538,3046002,201397,Salaried,Married,Post-Graduate,Mortgaged,Personal,1
CUST01188,46,453607,1248283,11,344,3,9456,6916527,4628961,37800,Salaried,Single,High School,Owned,Medical,1
CUST01189,22,1243924,3186338,14,342,4,18966,5570624,1665089,103660,Self-Employed,Married,Post-Graduate,Rented,Home,1
CUST01190,39,2269418,3405176,7,450,1,40537,6698925,7999572,189118,Salaried,Single,Post-Graduate,Owned,Personal,0
CUST01191,33,261562,4580543,28,838,2,13632,3821903,5213169,21796,Unemployed,Married,Graduate,Mortgaged,Personal,1
CUST01192,29,772784,218667,23,433,5,792,2854809,2494468,64398,Salaried,Single,High School,Owned,Medical,0
CUST01193,52,346370,2097922,6,738,0,29137,6284141,898912,28864,Salaried,Married,High School,Mortgaged,Education,0
CUST01194,44,904993,941769,22,555,4,3567,2239068,4760000,75416,Self-Employed,Married,High School,Owned,Education,1
CUST01195,49,1067148,2893614,6,756,1,40189,8140065,3582582,88929,Self-Employed,Married,High School,Rented,Medical,0
CUST01196,52,1604393,2532959,14,498,5,15077,6862943,5391196,133699,Salaried,Married,High School,Mortgaged,Business,0
CUST01197,64,755564,2401237,22,824,2,9095,9997623,4769456,62963,Self-Employed,Married,Doctorate,Owned,Medical,0
CUST01198,56,522908,4911029,2,522,0,204626,368416,5122866,43575,Salaried,Single,Post-Graduate,Mortgaged,Business,1
CUST01199,48,549360,2681699,22,774,4,10157,5897475,6669403,45780,Salaried,Married,Post-Graduate,Owned,Home,1
CUST01200,59,2355249,2084513,7,798,0,24815,5612154,4201414,196270,Salaried,Married,Graduate,Rented,Personal,0
CUST01201,42,2390028,383155,21,559,2,1520,8589613,5796410,199169,Self-Employed,Married,Graduate,Rented,Medical,0
CUST01202,64,670300,1483561,15,700,3,8242,4298576,2872250,55858,Self-Employed,Single,Post-Graduate,Owned,Car,0
CUST01203,54,609236,4491554,1,371,4,374296,9370696,7542904,50769,Salaried,Married,Graduate,Rented,Education,1
CUST01204,49,277359,2285768,23,597,2,8281,2466959,3263758,23113,Self-Employed,Married,Post-Graduate,Rented,Business,1
CUST01205,60,2404541,4556541,8,524,5,47463,8556806,5439027,200378,Self-Employed,Divorced,Post-Graduate,Rented,Home,1
CUST01206,44,1809453,2686506,28,872,2,7995,5250951,7987621,150787,Salaried,Divorced,Doctorate,Rented,Medical,0
CUST01207,52,1937971,2762895,25,860,2,9209,9444579,2793517,161497,Salaried,Married,Graduate,Rented,Car,0
CUST01208,34,832848,2177881,6,770,2,30248,2249959,812710,69404,Salaried,Single,Post-Graduate,Owned,Business,0
CUST01209,63,1656222,2804949,18,869,4,12985,2676060,1853791,138018,Salaried,Married,Graduate,Owned,Personal,0
CUST01210,48,290552,380092,11,885,3,2879,5686783,1950319,24212,Unemployed,Single,Graduate,Mortgaged,Home,0
CUST01211,55,1738644,334902,18,760,0,1550,5562871,452659,144887,Business Owner,Married,Graduate,Rented,Home,0
CUST01212,41,1512193,2405083,17,656,4,11789,1574840,4351118,126016,Salaried,Single,Graduate,Owned,Medical,1
CUST01213,59,928964,3009855,9,422,2,27869,6548645,2220700,77413,Salaried,Widowed,Graduate,Owned,Medical,1
CUST01214,25,1819603,2776791,19,789,2,12178,4116359,776478,151633,Salaried,Single,High School,Mortgaged,Car,0
CUST01215,26,1669103,2174301,8,416,0,22648,1597565,1094789,139091,Salaried,Single,High School,Rented,Personal,0
CUST01216,43,1181646,1505425,27,411,5,4646,5153220,2187139,98470,Salaried,Married,Post-Graduate,Owned,Personal,1
CUST01217,53,588726,3559765,28,827,0,10594,7008396,2953798,49060,Salaried,Single,Post-Graduate,Mortgaged,Home,0
CUST01218,56,205380,3043321,5,368,5,50722,413840,7795796,17115,Salaried,Single,Post-Graduate,Mortgaged,Medical,1
CUST01219,40,2353607,283268,22,385,0,1072,9211575,5620625,196133,Salaried,Married,Graduate,Mortgaged,Home,0
CUST01220,49,811194,2289294,27,606,3,7065,6146100,5717870,67599,Salaried,Widowed,Doctorate,Rented,Education,1
CUST01221,45,859214,3568894,4,650,0,74351,2678144,5536272,71601,Salaried,Single,Graduate,Rented,Home,0
CUST01222,63,1750505,3931660,22,327,2,14892,7528121,6425803,145875,Salaried,Married,Graduate,Owned,Car,1
CUST01223,50,749688,1470124,28,526,5,4375,8451798,2545331,62474,Salaried,Single,Graduate,Rented,Business,1
CUST01224,39,1033023,4628610,7,435,3,55102,9565128,794954,86085,Salaried,Married,Graduate,Rented,Personal,1
CUST01225,63,1821232,3275941,17,481,3,16058,7925045,4068418,151769,Salaried,Single,Graduate,Owned,Medical,0
CUST01226,26,1549133,2216475,24,408,0,7696,2110950,10468,129094,Unemployed,Married,Graduate,Rented,Car,0
CUST01227,64,1692654,3154273,10,706,5,26285,1720136,1734172,141054,Salaried,Married,Doctorate,Rented,Home,1
CUST01228,28,160976,4364050,7,583,2,51952,2166084,6024044,13414,Self-Employed,Divorced,High School,Rented,Personal,1
CUST01229,34,1210552,1172865,12,875,3,8144,3117825,4023813,100879,Salaried,Married,High School,Owned,Car,0
CUST01230,57,1266879,794321,10,304,5,6619,3370250,5525283,105573,Salaried,Married,Graduate,Mortgaged,Home,1
CUST01231,53,1636248,2230239,22,766,3,8447,8918563,4080655,136354,Salaried,Married,Graduate,Rented,Education,0
CUST01232,63,505927,465427,11,845,4,3525,2121632,4341731,42160,Self-Employed,Single,Doctorate,Rented,Education,0
CUST01233,54,524808,4186384,11,591,1,31715,4127885,2410374,43734,Unemployed,Single,Graduate,Mortgaged,Home,1
CUST01234,49,1941714,4853687,28,719,2,14445,3033997,1748198,161809,Salaried,Married,Graduate,Owned,Personal,0
CUST01235,36,1732321,3047678,17,564,3,14939,3087758,2075742,144360,Salaried,Single,Graduate,Mortgaged,Education,1
CUST01236,22,2056278,4900255,27,657,1,15124,5996731,6384432,171356,Self-Employed,Single,Graduate,Mortgaged,Business,0
CUST01237,27,785935,390254,21,844,2,1548,7437689,7836595,65494,Salaried,Married,Graduate,Mortgaged,Home,0
CUST01238,34,2494367,3181093,26,618,4,10195,2725549,654720,207863,Salaried,Single,Graduate,Rented,Education,1
CUST01239,23,791164,2242398,6,646,5,31144,476102,4296988,65930,Business Owner,Single,Graduate,Owned,Medical,1
CUST01240,43,1679761,1422961,28,892,4,4235,6430041,3763309,139980,Salaried,Married,Graduate,Owned,Education,0
CUST01241,55,531122,1593268,28,597,5,4741,5533263,4496613,44260,Self-Employed,Married,Post-Graduate,Mortgaged,Car,1
CUST01242,63,2308481,2748638,2,403,5,114526,6624810,1863156,192373,Salaried,Single,Graduate,Owned,Business,1
CUST01243,43,931086,3226146,11,709,1,24440,4556880,62352,77590,Salaried,Married,Graduate,Rented,Car,0
CUST01244,59,2035823,861846,12,715,5,5985,7790150,1626688,169651,Unemployed,Single,Post-Graduate,Mortgaged,Business,0
CUST01245,64,928439,3092091,13,442,3,19821,6286096,1454726,77369,Salaried,Widowed,Graduate,Rented,Business,0
CUST01246,58,2008492,4636382,23,737,5,16798,7600241,418869,167374,Salaried,Married,Graduate,Owned,Medical,0
CUST01247,41,1217320,101470,21,338,3,402,7337886,2852975,101443,Salaried,Married,Graduate,Mortgaged,Medical,0
CUST01248,35,296853,4397875,7,492,0,52355,5018125,5471266,24737,Salaried,Married,Graduate,Owned,Personal,1
CUST01249,64,597485,3058092,18,813,3,14157,3317385,7727845,49790,Salaried,Married,Graduate,Rented,Medical,1
CUST01250,32,1756082,1743986,29,670,4,5011,5863533,5257874,146340,Salaried,Married,Graduate,Owned,Car,1
CUST01251,39,603567,3687505,13,664,0,23637,6400530,1401933,50297,Salaried,Married,Graduate,Rented,Home,0
CUST01252,25,796998,3108045,27,672,3,9592,5758550,2897419,66416,Salaried,Widowed,Post-Graduate,Owned,Personal,0
CUST01253,56,1423085,3855213,19,398,3,16908,5290854,2426317,118590,Self-Employed,Divorced,Graduate,Mortgaged,Medical,1
CUST01254,49,744664,452378,27,876,2,1396,3495374,1697291,62055,Salaried,Married,Doctorate,Rented,Business,0
CUST01255,25,452861,341930,27,478,4,1055,1426281,7921255,37738,Unemployed,Married,Graduate,Rented,Medical,1
CUST01256,31,1617100,3227971,1,771,0,268997,4333100,5245082,134758,Salaried,Single,Graduate,Mortgaged,Business,0
CUST01257,45,1768907,1553109,24,893,2,5392,8829089,3848869,147408,Salaried,Married,Graduate,Mortgaged,Personal,0
CUST01258,45,1872663,1229441,6,444,5,17075,7195072,3493873,156055,Unemployed,Married,Graduate,Rented,Car,1
CUST01259,56,2368275,2135304,24,680,3,7414,7570442,2547262,197356,Business Owner,Single,Doctorate,Mortgaged,Car,0
CUST01260,33,442560,3639812,24,325,1,12638,7395040,3334054,36880,Salaried,Divorced,Graduate,Owned,Car,1
CUST01261,61,1152969,939869,8,681,0,9790,9224375,5074871,96080,Salaried,Married,Graduate,Rented,Business,0
CUST01262,41,699889,4867314,2,564,3,202804,2338575,7425711,58324,Business Owner,Divorced,Graduate,Mortgaged,Business,1
CUST01263,57,2267597,2132632,13,343,5,13670,7232005,3970418,188966,Salaried,Married,Graduate,Rented,Medical,1
CUST01264,32,1418510,795369,9,703,0,7364,788244,1479751,118209,Salaried,Married,Post-Graduate,Rented,Business,0
CUST01265,23,381043,402091,17,881,0,1971,2523584,7659592,31753,Salaried,Married,Post-Graduate,Mortgaged,Education,0
CUST01266,24,1776547,4293453,3,349,2,119262,391136,2519881,148045,Business Owner,Single,High School,Owned,Medical,1
CUST01267,38,250950,610425,2,835,1,25434,4362209,665560,20912,Self-Employed,Divorced,Post-Graduate,Owned,Car,0
CUST01268,62,794305,2123866,13,806,0,13614,1493193,4353303,66192,Salaried,Single,Post-Graduate,Rented,Home,0
CUST01269,24,1845216,3360039,23,628,1,12174,3929997,6324383,153768,Unemployed,Married,Graduate,Owned,Personal,0
CUST01270,37,1339112,2589826,10,840,3,21581,1432799,2060797,111592,Salaried,Married,Graduate,Owned,Medical,0
CUST01271,26,1938400,1349733,10,485,4,11247,454637,2232691,161533,Self-Employed,Single,Post-Graduate,Rented,Personal,1
CUST01272,62,1492296,584244,5,732,1,9737,4827483,2313956,124358,Salaried,Single,Post-Graduate,Rented,Education,0
CUST01273,51,2131186,3571458,9,718,4,33069,4164426,6453354,177598,Self-Employed,Married,Graduate,Rented,Personal,0
CUST01274,54,1472029,2476930,9,648,4,22934,4228844,7659143,122669,Salaried,Single,Graduate,Rented,Education,1
CUST01275,52,283521,288137,8,800,0,3001,3521137,6781762,23626,Salaried,Divorced,Post-Graduate,Rented,Car,0
CUST01276,50,317464,946931,10,825,5,7891,4151824,1809181,26455,Salaried,Single,Post-Graduate,Rented,Car,1
CUST01277,55,1975731,2835380,9,771,1,26253,138845,6793782,164644,Business Owner,Married,Graduate,Owned,Education,1
CUST01278,22,240713,883505,20,653,4,3681,4832538,2477090,20059,Salaried,Single,Post-Graduate,Rented,Car,0
CUST01279,59,1034866,1987670,10,886,4,16563,8486520,6933565,86238,Salaried,Single,Graduate,Mortgaged,Home,0
CUST01280,53,187843,666385,22,633,5,2524,1481388,7931144,15653,Salaried,Single,Graduate,Rented,Personal,1
CUST01281,53,862843,3995008,18,682,2,18495,1524356,5745020,71903,Self-Employed,Divorced,Post-Graduate,Owned,Education,1
CUST01282,38,1548571,3170527,19,413,3,13905,7822267,7640886,129047,Self-Employed,Married,High School,Mortgaged,Home,1
CUST01283,56,556606,3930560,17,492,0,19267,5059426,1139233,46383,Salaried,Divorced,High School,Rented,Business,0
CUST01284,38,1245332,309631,27,842,2,955,2646246,5238633,103777,Salaried,Married,Post-Graduate,Rented,Personal,0
CUST01285,24,2490637,1909020,8,598,5,19885,7868310,415220,207553,Self-Employed,Single,Graduate,Owned,Home,0
CUST01286,61,315661,1374700,29,606,0,3950,3317353,5218016,26305,Salaried,Single,High School,Rented,Home,0
CUST01287,32,299609,3132434,6,789,0,43506,6084365,2726121,24967,Salaried,Married,High School,Owned,Home,1
CUST01288,26,787432,4116403,5,495,4,68606,5604510,7759373,65619,Salaried,Single,Graduate,Rented,Education,1
CUST01289,48,2093468,1176366,24,459,3,4084,1776577,3960558,174455,Salaried,Single,Graduate,Mortgaged,Car,0
CUST01290,32,1103624,3860185,26,305,2,12372,7574510,6099529,91968,Unemployed,Married,Graduate,Rented,Business,1
CUST01291,58,1652811,2923013,3,438,1,81194,6220290,2420967,137734,Self-Employed,Single,Doctorate,Owned,Education,0
CUST01292,41,229595,4129089,18,607,1,19116,2164010,598944,19132,Salaried,Married,Graduate,Owned,Medical,1
CUST01293,22,1877439,452260,15,734,4,2512,7600209,5937655,156453,Business Owner,Married,Post-Graduate,Mortgaged,Car,0
CUST01294,62,308450,4955066,7,497,2,58988,6243108,1773920,25704,Salaried,Married,High School,Mortgaged,Home,1
CUST01295,44,1822535,2201291,16,566,4,11465,8562168,5779547,151877,Unemployed,Married,High School,Owned,Education,0
CUST01296,33,497610,1436405,20,432,2,5985,8219370,3717182,41467,Salaried,Married,Post-Graduate,Rented,Medical,1
CUST01297,51,2167321,954502,17,789,2,4678,3254672,7775396,180610,Business Owner,Married,Graduate,Rented,Medical,0
CUST01298,44,845912,4925309,16,614,1,25652,9373531,2820896,70492,Business Owner,Single,Post-Graduate,Mortgaged,Car,1
CUST01299,23,581911,4422736,26,386,3,14175,435821,3204584,48492,Business Owner,Single,Graduate,Mortgaged,Car,1
CUST01300,54,941256,699399,7,665,1,8326,3408011,5924120,78438,Salaried,Single,Graduate,Rented,Education,0
CUST01301,39,151937,2252259,19,501,5,9878,6118687,6285821,12661,Business Owner,Married,Graduate,Owned,Education,1
CUST01302,52,538038,3681008,10,819,2,30675,5393764,1006201,44836,Self-Employed,Married,Graduate,Mortgaged,Car,0
CUST01303,60,1556541,2974330,29,460,4,8546,2335108,5929599,129711,Salaried,Married,Post-Graduate,Mortgaged,Business,1
CUST01304,48,856831,985721,8,818,2,10267,2075269,3931517,71402,Salaried,Single,Graduate,Rented,Business,0
CUST01305,50,981567,1833890,26,718,2,5877,7830861,7909996,81797,Self-Employed,Single,Graduate,Rented,Education,0
CUST01306,32,2046989,1872279,19,381,2,8211,8773203,5048372,170582,Unemployed,Single,High School,Owned,Home,0
CUST01307,32,440900,1479268,7,755,2,17610,6830828,6188922,36741,Self-Employed,Widowed,Graduate,Rented,Education,0
CUST01308,39,1080345,4805472,23,732,2,17411,5349123,2751243,90028,Salaried,Single,Post-Graduate,Mortgaged,Business,1
CUST01309,58,587426,1054452,7,573,5,12553,7754549,2268596,48952,Self-Employed,Married,Graduate,Owned,Business,1
CUST01310,44,1284692,3547719,8,396,4,36955,2476442,6280612,107057,Salaried,Single,Doctorate,Mortgaged,Medical,1
CUST01311,36,929610,4563764,10,586,0,38031,9678558,122179,77467,Salaried,Married,Graduate,Owned,Medical,0
CUST01312,55,258638,3984326,20,665,0,16601,1337242,4643481,21553,Self-Employed,Married,Post-Graduate,Owned,Education,1
CUST01313,58,315048,4007355,12,379,0,27828,5887019,7745329,26254,Self-Employed,Single,Post-Graduate,Rented,Education,1
CUST01314,60,2152985,836112,17,504,4,4098,3476586,7929428,179415,Self-Employed,Married,Post-Graduate,Owned,Business,1
CUST01315,34,283746,709642,17,721,1,3478,9052704,5728552,23645,Salaried,Married,Post-Graduate,Rented,Car,0
CUST01316,52,1989367,3925452,6,631,2,54520,2523922,3978467,165780,Salaried,Married,Graduate,Rented,Education,0
CUST01317,47,2302661,3746288,7,895,4,44598,6454744,6500853,191888,Self-Employed,Widowed,Graduate,Rented,Business,0
CUST01318,41,1244654,3722373,9,430,0,34466,1646876,117317,103721,Salaried,Divorced,Post-Graduate,Mortgaged,Medical,0
CUST01319,39,883441,2121727,7,766,0,25258,1899269,6345953,73620,Unemployed,Married,Post-Graduate,Rented,Home,0
CUST01320,26,1974345,2641046,27,555,0,8151,4221128,1519794,164528,Unemployed,Divorced,Graduate,Owned,Medical,0
CUST01321,33,2458242,126213,12,433,1,876,8013150,5886088,204853,Business Owner,Married,Post-Graduate,Mortgaged,Home,0
CUST01322,45,433003,1490589,12,870,0,10351,2853196,2784103,36083,Business Owner,Married,Graduate,Owned,Car,0
CUST01323,60,2416262,2665418,20,673,3,11105,6967616,6011795,201355,Salaried,Married,Graduate,Owned,Business,0
CUST01324,59,2367781,672332,23,621,4,2435,5755625,4826324,197315,Salaried,Married,High School,Mortgaged,Home,0
CUST01325,30,485042,693729,20,476,1,2890,9781603,7435665,40420,Business Owner,Married,Post-Graduate,Owned,Car,0
CUST01326,51,278635,273809,16,828,3,1426,3077220,6299442,23219,Salaried,Married,Post-Graduate,Rented,Business,0
CUST01327,25,1830072,1089174,29,318,1,3129,2509976,7312890,152506,Business Owner,Married,Post-Graduate,Owned,Medical,0
CUST01328,51,332520,4964742,27,369,0,15323,9035798,1209848,27710,Salaried,Divorced,Graduate,Rented,Car,1
CUST01329,36,1561891,3495402,6,407,2,48547,3397942,3033813,130157,Business Owner,Single,Graduate,Rented,Education,1
CUST01330,41,302177,4743860,5,691,4,79064,2225070,3499304,25181,Salaried,Married,Graduate,Rented,Business,1
CUST01331,52,1773020,1322853,12,361,1,9186,8232761,247692,147751,Business Owner,Married,High School,Rented,Personal,0
CUST01332,40,694506,3014305,25,778,4,10047,8146856,182184,57875,Salaried,Divorced,High School,Owned,Car,1
CUST01333,56,376048,4464846,28,417,5,13288,722607,309452,31337,Self-Employed,Married,Graduate,Owned,Home,1
CUST01334,44,306545,1792551,21,705,0,7113,8575081,6137800,25545,Unemployed,Single,Post-Graduate,Mortgaged,Education,0
CUST01335,64,593116,3302990,21,777,0,13107,6368677,3573106,49426,Salaried,Single,Post-Graduate,Mortgaged,Car,0
CUST01336,49,1420767,3479530,7,827,1,41422,2860817,6013627,118397,Salaried,Single,High School,Mortgaged,Education,0
CUST01337,34,330100,4169803,18,475,5,19304,5401212,6679836,27508,Salaried,Single,Post-Graduate,Rented,Home,1
CUST01338,55,2035342,4848921,6,344,0,67346,2462596,288889,169611,Self-Employed,Single,Graduate,Rented,Education,0
CUST01339,39,1569715,3095188,16,754,2,16120,1771336,6780889,130809,Self-Employed,Single,Graduate,Rented,Car,0
CUST01340,44,848659,2933541,6,569,3,40743,1410411,1805288,70721,Self-Employed,Divorced,Post-Graduate,Rented,Business,0
CUST01341,27,2468489,4350805,3,869,0,120855,1734704,3235116,205707,Salaried,Married,Doctorate,Owned,Car,0
CUST01342,27,1697567,3438389,29,412,0,9880,5870078,7703394,141463,Salaried,Married,Graduate,Rented,Car,0
CUST01343,46,1729163,1840339,26,644,0,5898,8120956,7518810,144096,Business Owner,Married,Graduate,Owned,Car,0
CUST01344,30,558774,3169187,20,371,0,13204,4915854,4052811,46564,Self-Employed,Single,Graduate,Rented,Personal,1
CUST01345,64,1820289,2768245,19,591,3,12141,252907,106757,151690,Salaried,Married,Graduate,Rented,Medical,0
CUST01346,58,1464105,1182345,7,300,5,14075,4344500,6660345,122008,Salaried,Married,High School,Rented,Car,1
CUST01347,52,2463774,2603657,17,750,2,12763,7493730,354709,205314,Salaried,Married,High School,Rented,Medical,0
CUST01348,53,1273293,3136654,22,662,1,11881,8369269,5091968,106107,Business Owner,Married,Post-Graduate,Mortgaged,Home,0
CUST01349,47,1743327,4523764,16,358,1,23561,7353405,3666980,145277,Self-Employed,Single,High School,Mortgaged,Car,0
CUST01350,24,951652,2923337,9,599,5,27067,3757298,1118446,79304,Self-Employed,Married,Post-Graduate,Mortgaged,Car,1
CUST01351,38,244426,866331,12,556,5,6016,6531831,4116899,20368,Self-Employed,Married,Post-Graduate,Mortgaged,Medical,1
CUST01352,43,450604,4938843,25,704,3,16462,777010,2897871,37550,Business Owner,Single,Post-Graduate,Rented,Personal,1
CUST01353,61,2187463,2911400,8,599,2,30327,4154224,788201,182288,Salaried,Married,Graduate,Rented,Education,0
CUST01354,31,1884585,1471169,28,575,0,4378,5414668,4443407,157048,Salaried,Married,High School,Rented,Personal,0
CUST01355,43,1006993,3784434,22,798,5,14334,380374,350808,83916,Salaried,Single,Graduate,Mortgaged,Car,1
CUST01356,36,1789888,1954278,26,611,0,6263,242058,4306099,149157,Unemployed,Single,High School,Rented,Car,1
CUST01357,27,160254,1881746,15,788,0,10454,8037589,1808044,13354,Self-Employed,Married,Graduate,Rented,Medical,1
CUST01358,26,237376,4205216,7,831,4,50062,2280695,6645072,19781,Salaried,Single,Graduate,Mortgaged,Business,1
CUST01359,37,1342000,4344528,1,808,1,362044,1344501,7602057,111833,Business Owner,Married,Graduate,Rented,Home,0
CUST01360,25,1618665,2643432,16,873,0,13767,5961337,7457374,134888,Salaried,Divorced,Graduate,Owned,Education,0
CUST01361,24,2351985,1896423,12,718,3,13169,2879796,7501535,195998,Salaried,Married,Graduate,Rented,Business,0
CUST01362,37,1935198,4323216,4,637,0,90067,9795867,803704,161266,Self-Employed,Single,Post-Graduate,Rented,Medical,0
CUST01363,30,754727,907878,27,618,1,2802,9473150,4078046,62893,Unemployed,Married,Doctorate,Rented,Car,0
CUST01364,45,2065569,3748623,29,422,3,10771,8257048,1795260,172130,Salaried,Married,Graduate,Mortgaged,Home,0
CUST01365,22,1305055,2941039,11,796,1,22280,3088424,773681,108754,Salaried,Married,Graduate,Rented,Personal,0
CUST01366,34,2091171,4277581,20,715,4,17823,8766599,3137255,174264,Business Owner,Widowed,Post-Graduate,Mortgaged,Medical,1
CUST01367,41,558375,2131811,12,823,0,14804,2625877,3434473,46531,Self-Employed,Married,High School,Rented,Car,0
CUST01368,63,211631,4168530,15,720,3,23158,2472076,2371184,17635,Self-Employed,Single,Post-Graduate,Owned,Car,1
CUST01369,49,285577,125191,19,588,0,549,9736368,913322,23798,Salaried,Married,Graduate,Rented,Medical,0
CUST01370,59,2478577,3803424,13,477,4,24380,6774192,3266323,206548,Salaried,Divorced,Post-Graduate,Rented,Personal,0
CUST01371,36,339280,395701,24,891,4,1373,950728,1242886,28273,Salaried,Married,Graduate,Mortgaged,Car,0
CUST01372,41,2357480,3229893,6,740,4,44859,8876956,325769,196456,Salaried,Divorced,Post-Graduate,Rented,Business,0
CUST01373,40,1858475,1016622,20,824,1,4235,1690834,3610424,154872,Business Owner,Married,Post-Graduate,Rented,Business,0
CUST01374,60,493191,4819168,29,651,1,13848,6844480,528106,41099,Self-Employed,Widowed,Post-Graduate,Rented,Medical,1
CUST01375,63,2180575,3858183,25,606,5,12860,4439343,7727681,181714,Business Owner,Married,Graduate,Mortgaged,Business,1
CUST01376,63,488894,567853,2,320,4,23660,273129,6706891,40741,Salaried,Divorced,Graduate,Owned,Education,1
CUST01377,54,486752,4465595,4,341,1,93033,7897963,7407098,40562,Salaried,Divorced,Graduate,Owned,Home,1
CUST01378,43,1502476,1297112,19,724,0,5689,6897669,820654,125206,Self-Employed,Married,Post-Graduate,Rented,Medical,0
CUST01379,45,827548,2750922,27,434,2,8490,8855153,3719890,68962,Salaried,Divorced,Graduate,Rented,Personal,1
CUST01380,64,833435,472107,25,349,3,1573,7580793,6592600,69452,Salaried,Married,Graduate,Rented,Education,0
CUST01381,34,608319,572549,27,765,2,1767,9069632,4604231,50693,Salaried,Married,Post-Graduate,Owned,Car,0
CUST01382,36,1578047,1244506,5,672,4,20741,9764132,2452096,131503,Salaried,Married,High School,Rented,Home,0
CUST01383,60,213111,2695373,16,366,3,14038,5650329,6652375,17759,Salaried,Married,Post-Graduate,Owned,Car,1
CUST01384,38,725923,2737332,22,599,5,10368,266776,2473786,60493,Salaried,Married,High School,Owned,Personal,1
CUST01385,32,1450563,4285247,19,581,5,18794,3524001,7790632,120880,Business Owner,Married,Post-Graduate,Rented,Car,1
CUST01386,46,1293379,867442,23,302,2,3142,6233114,805976,107781,Salaried,Married,Graduate,Owned,Business,0
CUST01387,35,1794817,3759914,7,662,5,44760,1185085,5647992,149568,Self-Employed,Married,Post-Graduate,Rented,Education,1
CUST01388,60,658171,79106,14,538,2,470,1251827,106107,54847,Self-Employed,Divorced,High School,Mortgaged,Home,0
CUST01389,61,1672512,1490935,13,827,0,9557,4009000,7314235,139376,Salaried,Married,Graduate,Owned,Personal,0
CUST01390,35,1935865,916304,28,369,1,2727,9112591,2842308,161322,Salaried,Married,High School,Rented,Medical,0
CUST01391,44,1061925,663258,6,808,2,9211,3284641,163156,88493,Salaried,Divorced,Post-Graduate,Rented,Car,0
CUST01392,64,753504,2943397,10,303,5,24528,9359541,6682855,62792,Salaried,Married,High School,Owned,Business,1
CUST01393,53,1454274,4508374,1,758,4,375697,8049496,7739709,121189,Salaried,Married,Graduate,Rented,Medical,0
CUST01394,31,1510323,3351534,5,769,0,55858,3099979,7359643,125860,Unemployed,Married,High School,Owned,Personal,0
