CustomerID,Age,Income,LoanAmount,LoanTenure,CreditScore,ExistingLoansCount,MonthlyEMI,TotalAssets,TotalLiabilities,NetMonthlyIncome,EmploymentType,MaritalStatus,EducationLevel,PropertyOwnership,LoanPurpose,RiskFlag
CUST00230,41,538999,1242098,24,402,4,4312,997884,4425271,44916,Salaried,Married,Graduate,Mortgaged,Home,1
CUST00231,58,516273,2293797,23,637,5,8310,6813131,4311534,43022,Salaried,Single,Graduate,Owned,Car,1
CUST00232,22,819092,757958,18,491,5,3509,9863216,3638346,68257,Salaried,Divorced,High School,Rented,Business,1
CUST00233,54,1506926,4279015,2,361,4,178292,8475474,6553599,125577,Unemployed,Married,Post-Graduate,Rented,Personal,1
CUST00234,43,510991,3895001,22,556,3,14753,5878252,347592,42582,Salaried,Divorced,Doctorate,Mortgaged,Business,1
CUST00235,52,1220796,4051331,11,691,0,30691,498512,742048,101733,Salaried,Single,High School,Rented,Car,0
CUST00236,50,421401,1031110,22,491,0,3905,9880913,3387103,35116,Unemployed,Married,Graduate,Rented,Education,0
CUST00237,40,1419667,122134,16,873,1,636,4551363,3155852,118305,Unemployed,Married,Post-Graduate,Owned,Home,0
CUST00238,35,199697,4557659,26,767,2,14607,2967666,4364774,16641,Salaried,Single,Graduate,Owned,Education,1
CUST00239,48,1816235,1480096,10,607,4,12334,8935628,5902380,151352,Salaried,Single,Post-Graduate,Owned,Personal,0
CUST00240,28,280179,3298531,28,860,2,9817,7489387,4700361,23348,Salaried,Single,Graduate,Rented,Medical,1
CUST00241,47,607831,4551710,25,559,0,15172,7521224,2059615,50652,Salaried,Widowed,Post-Graduate,Owned,Education,1
CUST00242,26,560407,229005,10,383,1,1908,2849755,2618332,46700,Salaried,Married,Doctorate,Rented,Medical,0
CUST00243,49,2102836,77093,14,321,5,458,9918896,6018631,175236,Self-Employed,Married,High School,Owned,Personal,1
CUST00244,49,275447,76877,16,862,5,400,4583389,1611741,22953,Business Owner,Married,Graduate,Mortgaged,Car,0
CUST00245,25,1158760,823812,23,875,2,2984,5360996,4033428,96563,Salaried,Married,Graduate,Mortgaged,Business,0
CUST00246,54,1539187,305706,20,743,4,1273,7534478,4310331,128265,Self-Employed,Married,High School,Owned,Education,0
CUST00247,39,1362589,4108905,25,361,4,13696,6633957,6002127,113549,Salaried,Married,Graduate,Owned,Home,1
CUST00248,55,1749679,3049329,11,476,5,23100,1805641,5714835,145806,Business Owner,Married,Doctorate,Owned,Business,1
CUST00249,23,2037288,4901231,15,324,5,27229,3094554,3717437,169774,Self-Employed,Single,High School,Mortgaged,Business,1
CUST00250,29,1075031,4017334,13,330,3,25752,3675737,2473316,89585,Business Owner,Divorced,Graduate,Owned,Home,1
CUST00251,43,2096311,4817780,27,447,2,14869,9480602,2943234,174692,Unemployed,Married,Post-Graduate,Rented,Business,0
CUST00252,30,897279,1230836,9,643,3,11396,7173608,3292721,74773,Salaried,Single,Graduate,Rented,Business,0
CUST00253,36,2463393,1474607,18,339,1,6826,3726721,1753513,205282,Salaried,Married,Graduate,Mortgaged,Medical,0
CUST00254,50,1335636,4254573,4,890,2,88636,7373751,5003259,111303,Salaried,Single,Doctorate,Rented,Car,0
CUST00255,28,1879631,1262169,25,573,3,4207,7411256,1667034,156635,Salaried,Widowed,Graduate,Rented,Personal,0
CUST00256,51,2206261,333298,12,458,3,2314,4002793,5189417,183855,Unemployed,Divorced,High School,Mortgaged,Personal,0
CUST00257,26,2012730,3362194,10,609,3,28018,4091088,6011926,167727,Salaried,Divorced,High School,Owned,Personal,0
CUST00258,29,2150159,4014771,17,774,2,19680,8953507,7694707,179179,Self-Employed,Single,Doctorate,Mortgaged,Personal,0
CUST00259,47,1410806,4842571,15,487,2,26903,5662007,951282,117567,Salaried,Single,Graduate,Owned,Personal,0
CUST00260,56,252166,4642587,25,328,0,15475,1580204,6077850,21013,Salaried,Single,Graduate,Rented,Personal,1
CUST00261,29,1308746,645141,16,330,3,3360,7225847,687858,109062,Salaried,Single,High School,Mortgaged,Medical,0
CUST00262,34,576521,3871936,15,811,3,21510,5936723,2697980,48043,Self-Employed,Single,Graduate,Rented,Personal,1
CUST00263,61,2239423,4238333,4,366,5,88298,5138448,1410330,186618,Self-Employed,Single,Doctorate,Rented,Home,1
CUST00264,64,706350,3505697,1,681,3,292141,7278531,1298273,58862,Salaried,Widowed,Graduate,Owned,Home,0
CUST00265,46,685964,4108008,12,530,2,28527,9080154,1402772,57163,Salaried,Single,Doctorate,Rented,Business,0
CUST00266,41,736060,4198002,29,766,0,12063,3371317,351505,61338,Self-Employed,Single,Graduate,Rented,Business,0
CUST00267,36,1660030,2260423,27,336,1,6976,4251079,6584860,138335,Salaried,Married,Graduate,Rented,Personal,0
CUST00268,48,1492396,248748,19,838,2,1091,1976001,489028,124366,Unemployed,Married,Post-Graduate,Rented,Car,0
CUST00269,47,2379776,2308162,19,718,2,10123,6506010,3188052,198314,Salaried,Married,Graduate,Rented,Medical,0
CUST00270,34,1128216,1048821,12,569,2,7283,4086867,5593300,94018,Salaried,Married,Graduate,Rented,Home,0
CUST00271,22,813353,612960,6,424,2,8513,3489388,7923107,67779,Salaried,Divorced,Post-Graduate,Owned,Education,1
CUST00272,28,265747,668372,1,886,4,55697,6995580,6829643,22145,Salaried,Married,Graduate,Rented,Car,0
CUST00273,63,166628,3502001,10,481,0,29183,4140751,1097690,13885,Salaried,Married,Graduate,Owned,Home,1
CUST00274,39,1027993,2547428,10,594,1,21228,4697242,7901909,85666,Salaried,Married,Doctorate,Mortgaged,Medical,0
CUST00275,42,2325670,2722201,6,536,0,37808,4456496,5228318,193805,Unemployed,Married,High School,Rented,Personal,0
CUST00276,42,1380819,3738681,8,438,1,38944,2659528,1436545,115068,Salaried,Single,Graduate,Owned,Car,0
CUST00277,55,2249836,2763925,1,549,4,230327,1345489,3589836,187486,Salaried,Married,High School,Rented,Personal,1
CUST00278,24,388928,3168558,18,390,0,14669,8289614,7343057,32410,Salaried,Single,Graduate,Mortgaged,Home,1
CUST00279,25,369304,475821,27,300,2,1468,1008064,3143345,30775,Salaried,Married,Graduate,Owned,Education,1
CUST00280,33,2108627,4263098,21,473,0,16917,3316300,1469102,175718,Self-Employed,Single,Post-Graduate,Owned,Personal,0
CUST00281,42,400843,2271464,13,367,5,14560,6708150,7000673,33403,Salaried,Single,High School,Owned,Education,1
CUST00282,50,272110,818304,13,548,4,5245,1399819,7623805,22675,Self-Employed,Single,Post-Graduate,Owned,Medical,1
CUST00283,43,1099617,4075975,9,817,1,37740,6589625,7804765,91634,Salaried,Married,Graduate,Mortgaged,Car,0
CUST00284,40,2323378,3686374,5,397,1,61439,7357353,7645681,193614,Unemployed,Single,Graduate,Mortgaged,Home,0
CUST00285,62,1770050,312478,18,300,0,1446,6662806,6982871,147504,Salaried,Married,Graduate,Owned,Personal,0
CUST00286,28,382915,1005555,17,366,2,4929,3119823,3635915,31909,Business Owner,Divorced,Post-Graduate,Rented,Business,1
CUST00287,46,2117257,127959,1,604,4,10663,295687,1538405,176438,Salaried,Single,Graduate,Owned,Education,1
CUST00288,45,2132401,1390255,13,464,3,8911,8884786,4937252,177700,Salaried,Married,Graduate,Rented,Home,0
CUST00289,42,2031636,544902,9,593,5,5045,3332813,1766383,169303,Business Owner,Single,Post-Graduate,Mortgaged,Business,0
CUST00290,56,2271234,3564028,5,317,2,59400,8069561,3785243,189269,Self-Employed,Single,Graduate,Rented,Education,0
CUST00291,33,713713,4902013,21,499,1,19452,2058317,5248591,59476,Self-Employed,Married,Graduate,Owned,Car,1
CUST00292,63,2451991,3759649,16,546,2,19581,1707863,7572639,204332,Salaried,Divorced,Post-Graduate,Rented,Personal,0
CUST00293,36,903636,3077140,19,558,1,13496,7803699,2312668,75303,Self-Employed,Single,Graduate,Mortgaged,Car,0
CUST00294,45,2034760,2571101,21,630,5,10202,9403346,2015311,169563,Business Owner,Married,High School,Owned,Business,1
CUST00295,44,1511506,319776,29,768,1,918,8620240,5877801,125958,Self-Employed,Single,Graduate,Owned,Car,0
CUST00296,58,1981772,397496,24,580,2,1380,7537337,51679,165147,Salaried,Married,High School,Owned,Personal,0
CUST00297,40,1625375,3100729,18,804,3,14355,2542135,4531365,135447,Self-Employed,Married,Graduate,Rented,Personal,0
CUST00298,34,1659835,71676,26,617,0,229,9140784,5967328,138319,Self-Employed,Married,Post-Graduate,Rented,Car,0
CUST00299,22,1598267,259635,14,456,2,1545,6711706,4407270,133188,Unemployed,Married,High School,Mortgaged,Education,0
